job_id,machine,job_type,priority,arrival_hour,arrival_hour_of_day,service_start_hour,finish_hour,wait_hours,service_hours,total_time_hours
1893,P40 1,normalbit,3,414.1441402423028,6,414.1441402423028,414.64448317461205,0.0,0.500342932309246,0.5003429323092519
1852,P40 1,normalbit,3,414.79062131830693,6,414.79062131830693,415.2131323314014,0.0,0.4225110130944789,0.4225110130944927
1992,P40 1,forstabit,1,415.7277438990146,7,415.7277438990146,416.3604840756153,0.0,0.6327401766006769,0.6327401766006915
2338,P40 1,normalbit,3,416.3271118394883,8,416.3604840756153,416.69029375905035,0.0333722361270361,0.3298096834350035,0.36318191956206647
1023,P40 1,forstabit,1,416.7051363877851,8,416.7051363877851,417.1526867634634,0.0,0.4475503756783138,0.44755037567830414
2104,P40 1,forstabit,1,416.7626075868193,8,417.1526867634634,417.53796826780865,0.3900791766441216,0.38528150434523406,0.7753606809893654
1797,P40 1,normalbit,3,417.5150114870453,9,417.53796826780865,418.1605943486167,0.022956780763365714,0.6226260808080363,0.6455828615714267
1855,P40 1,forstabit,1,418.61148203384056,10,418.61148203384056,419.0031413011758,0.0,0.39165926733522216,0.3916592673352284
516,P40 1,normalbit,3,419.4230387820732,11,419.4230387820732,419.8026547395608,0.0,0.37961595748762406,0.37961595748760146
405,P40 1,forstabit,1,419.45497867277066,11,419.8026547395608,420.49351872502166,0.34767606679014307,0.6908639854608486,1.038540052250994
1076,P40 1,forstabit,1,419.6272004877077,11,420.49351872502166,421.0915840522019,0.8663182373139762,0.5980653271802363,1.4643835644941987
375,P40 1,forstabit,1,420.56088677290865,12,421.0915840522019,421.8083959757703,0.5306972792932356,0.716811923568394,1.247509202861636
1285,P40 1,forstabit,1,420.3730141951055,12,421.8083959757703,422.2444401578928,1.435381780664784,0.4360441821225185,1.8714259627873275
199,P40 1,normalbit,3,421.90340370407296,13,422.2444401578928,422.66814333544727,0.3410364538198678,0.42370317755444065,0.7647396313743116
552,P40 1,normalbit,3,422.67713707791904,14,422.67713707791904,422.9294970962514,0.0,0.25236001833236127,0.2523600183323538
252,P40 1,frekvensbit,2,423.28944713121746,15,423.28944713121746,423.56608676756474,0.0,0.2766396363472738,0.2766396363472836
395,P40 1,normalbit,3,426.4680207690063,18,426.4680207690063,426.7711964894293,0.0,0.30317572042302754,0.30317572042304164
1225,P40 1,normalbit,3,427.40536037225235,19,427.40536037225235,427.87840140759664,0.0,0.4730410353443074,0.47304103534429487
358,P40 1,forstabit,1,428.7275080633594,20,428.7275080633594,429.26004188256013,0.0,0.5325338192007721,0.5325338192007507
1928,P40 1,normalbit,3,428.9716806454117,20,429.26004188256013,429.64005955399796,0.2883612371484219,0.38001767143780785,0.6683789085862486
2588,P40 1,normalbit,3,431.2152041395143,23,431.2152041395143,431.5862311467188,0.0,0.37102700720450144,0.371027007204475
1232,P40 1,normalbit,3,431.23863270535793,23,431.5862311467188,431.86017915970075,0.3475984413608444,0.2739480129819496,0.6215464543428197
925,P40 1,normalbit,3,431.6976228769071,23,431.86017915970075,432.1581041473891,0.1625562827936733,0.29792498768834524,0.4604812704820347
2151,P40 1,normalbit,3,432.23510524405793,0,432.23510524405793,432.60325362233357,0.0,0.3681483782756301,0.3681483782756345
2586,P40 1,normalbit,3,432.3544122730599,0,432.60325362233357,433.1652289448227,0.2488413492736754,0.5619753224890878,0.8108166717627796
2657,P40 1,normalbit,3,432.4103714504144,0,433.1652289448227,433.6787160985064,0.7548574944082702,0.5134871536837544,1.268344648092011
1057,P40 1,forstabit,1,433.3490198331827,1,433.6787160985064,434.0083362258503,0.32969626532371876,0.3296201273438778,0.6593163926676198
1885,P40 1,normalbit,3,433.9947716826762,1,434.0083362258503,434.30789481739737,0.013564543174140908,0.2995585915470411,0.31312313472119513
1865,P40 1,forstabit,1,434.24525383453835,2,434.30789481739737,434.91724282912924,0.06264098285902264,0.6093480117318957,0.6719889945908903
1576,P40 1,normalbit,3,434.3086744144807,2,434.91724282912924,435.26234088394557,0.6085684146485164,0.34509805481635414,0.9536664694648493
1268,P40 1,normalbit,3,435.47461313000605,3,435.47461313000605,435.9818449210483,0.0,0.5072317910422626,0.5072317910422726
2333,P40 1,forstabit,1,438.1720684342182,6,438.1720684342182,438.55871926048087,0.0,0.3866508262626933,0.38665082626266667
2478,P40 1,forstabit,1,438.18158672080114,6,438.55871926048087,438.81614538865415,0.37713253967973515,0.2574261281732625,0.634558667853014
1875,P40 1,normalbit,3,439.2868462072751,7,439.2868462072751,439.82453649306484,0.0,0.5376902857897288,0.5376902857897221
502,P40 1,normalbit,3,439.3430666808436,7,439.82453649306484,440.2953851668616,0.48146981222123486,0.4708486737967738,0.9523184860179867
303,P40 1,forstabit,1,440.0015643359334,8,440.2953851668616,440.6950147901655,0.29382083092821176,0.3996296233039165,0.6934504542321065
171,P40 1,normalbit,3,439.9218681499316,7,440.6950147901655,441.0801390345241,0.7731466402339038,0.38512424435861203,1.1582708845925254
1366,P40 1,normalbit,3,439.7156712291221,7,441.0801390345241,441.56612620200775,1.3644678054020005,0.4859871674836192,1.8504549728856432
1751,P40 1,normalbit,3,439.9827005447977,7,441.56612620200775,442.0001534554627,1.5834256572100571,0.43402725345494814,2.0174529106649857
2410,P40 1,normalbit,3,442.0259404869454,10,442.0259404869454,442.5396186575028,0.0,0.5136781705573932,0.5136781705573981
1522,P40 1,forstabit,1,442.32421779079687,10,442.5396186575028,442.94543880580704,0.21540086670592018,0.40582014830428337,0.6212210150101782
1828,P40 1,forstabit,1,442.6164673581693,10,442.94543880580704,443.24881812963923,0.3289714476377412,0.3033793238322102,0.6323507714699304
1185,P40 1,forstabit,1,443.0190630068721,11,443.24881812963923,443.85682519843976,0.22975512276713062,0.6080070688005161,0.8377621915676627
244,P40 1,forstabit,1,445.40078434399953,13,445.40078434399953,445.7288846759064,0.0,0.3281003319068443,0.32810033190685317
591,P40 1,frekvensbit,2,446.0930266383581,14,446.0930266383581,446.63044785563227,0.0,0.5374212172741872,0.5374212172741863
1480,P40 1,normalbit,3,447.44618905070337,15,447.44618905070337,447.75331841819707,0.0,0.307129367493711,0.307129367493701
1024,P40 1,forstabit,1,447.5648442873144,15,447.75331841819707,448.0882944826044,0.18847413088269604,0.3349760644073354,0.5234501952900246
1738,P40 1,normalbit,3,447.8491274699665,15,448.0882944826044,448.5770415318191,0.23916701263789264,0.4887470492146798,0.727914061852573
1503,P40 1,normalbit,3,448.4217569682647,16,448.5770415318191,449.1250433780139,0.15528456355440312,0.5480018461948252,0.7032864097492393
2569,P40 1,normalbit,3,447.53282775248437,15,449.1250433780139,449.48285895242856,1.5922156255295477,0.3578155744146342,1.950031199944192
2023,P40 1,forstabit,1,449.88779841251784,17,449.88779841251784,450.5456954142924,0.0,0.6578970017745983,0.657897001774586
2332,P40 1,forstabit,1,450.4587135195434,18,450.5456954142924,450.88365691452054,0.08698189474904439,0.33796150022813504,0.4249433949771628
1782,P40 1,normalbit,3,450.22576546872887,18,450.88365691452054,451.0895816787707,0.6578914457916767,0.20592476425012574,0.8638162100418185
1095,P40 1,forstabit,1,453.8040028384571,21,453.8040028384571,454.26714299033756,0.0,0.4631401518804288,0.4631401518804523
1254,P40 1,normalbit,3,453.92781128972933,21,454.26714299033756,454.5577062402018,0.33933170060822704,0.2905632498642255,0.629894950472476
2071,P40 1,normalbit,3,455.1967274131779,23,455.1967274131779,455.6025688371291,0.0,0.4058414239512235,0.40584142395124445
221,P40 1,forstabit,1,455.54021545686317,23,455.6025688371291,456.1505376902092,0.06235338026596082,0.5479688530800622,0.6103222333460394
2057,P40 1,normalbit,3,455.8562655241806,23,456.1505376902092,456.5782430708546,0.294272166028577,0.42770538064543523,0.7219775466739975
452,P40 1,forstabit,1,456.50573291969306,0,456.5782430708546,456.9834412258081,0.07251015116156623,0.4051981549534889,0.477708306115062
283,P40 1,frekvensbit,2,457.84442838868586,1,457.84442838868586,458.11295076001187,0.0,0.26852237132601053,0.2685223713260143
2539,P40 1,normalbit,3,457.9789929595161,1,458.11295076001187,458.6436474865036,0.13395780049575023,0.5306967264917403,0.6646545269874764
343,P40 1,frekvensbit,2,458.6244791874337,2,458.6436474865036,459.1693145660103,0.019168299069917794,0.5256670795067419,0.5448353785766358
1250,P40 1,normalbit,3,458.1169173348036,2,459.1693145660103,459.77974634952614,1.0523972312067258,0.6104317835158377,1.662829014722547
1991,P40 1,normalbit,3,459.3648906433194,3,459.77974634952614,460.30344798228714,0.4148557062067084,0.5237016327609784,0.938557338967712
432,P40 1,normalbit,3,462.18387897874726,6,462.18387897874726,462.5767857157364,0.0,0.3929067369890977,0.3929067369891186
1520,P40 1,normalbit,3,462.407276434292,6,462.5767857157364,462.8720120772055,0.16950928144439104,0.29522636146913955,0.4647356429135243
828,P40 1,normalbit,3,463.2233066476243,7,463.2233066476243,463.68949442602553,0.0,0.4661877784012243,0.4661877784012063
277,P40 1,normalbit,3,463.5827395145864,7,463.68949442602553,463.9746293765808,0.10675491143911131,0.2851349505552919,0.39188986199440023
904,P40 1,frekvensbit,2,465.0097422910974,9,465.0097422910974,465.3733898405989,0.0,0.3636475495015515,0.3636475495015361
2669,P40 1,normalbit,3,465.4685797635145,9,465.4685797635145,465.9760625896179,0.0,0.5074828261033972,0.5074828261033986
1779,P40 1,forstabit,1,465.7877840655567,9,465.9760625896179,466.38280146651135,0.18827852406121792,0.4067388768934459,0.5950174009546458
2317,P40 1,normalbit,3,466.2106627970469,10,466.38280146651135,466.8242335099325,0.17213866946445933,0.4414320434211527,0.6135707128856325
2698,P40 1,normalbit,3,467.23694532944916,11,467.23694532944916,467.49905278541445,0.0,0.26210745596526824,0.2621074559652925
853,P40 1,normalbit,3,468.1774221843173,12,468.1774221843173,468.7028624324151,0.0,0.5254402480977739,0.525440248097766
1923,P40 1,forstabit,1,469.99440452827156,13,469.99440452827156,470.3012544508399,0.0,0.306849922568331,0.30684992256834676
2090,P40 1,forstabit,1,470.1210344174491,14,470.3012544508399,470.6078179618058,0.18022003339081039,0.30656351096588264,0.48678354435668325
1468,P40 1,normalbit,3,470.3346075253126,14,470.6078179618058,470.8915526247871,0.2732104364931729,0.28373466298130834,0.5569450994744898
2472,P40 1,normalbit,3,470.0730257867401,14,470.8915526247871,471.3157126367453,0.8185268380469779,0.4241600119581703,1.2426868500051569
102,P40 1,normalbit,3,471.0642288507139,15,471.3157126367453,471.6760666588176,0.2514837860313719,0.3603540220723092,0.6118378081037008
1028,P40 1,normalbit,3,472.1067714328434,16,472.1067714328434,472.4072907004401,0.0,0.30051926759669156,0.3005192675967123
2299,P40 1,forstabit,1,472.17690767251634,16,472.4072907004401,472.98140257908176,0.23038302792377863,0.5741118786416652,0.8044949065654237
492,P40 1,forstabit,1,472.78907676322007,16,472.98140257908176,473.27504269957006,0.19232581586169317,0.29364012048828614,0.48596593634999863
1203,P40 1,forstabit,1,472.96857383781287,16,473.27504269957006,473.7080607307449,0.306468861757196,0.43301803117481946,0.7394868929320069
2031,P40 1,normalbit,3,474.10566047515067,18,474.10566047515067,474.38637902625163,0.0,0.2807185511009867,0.28071855110096067
1883,P40 1,forstabit,1,474.1465890878458,18,474.38637902625163,474.7170332872649,0.23978993840580642,0.33065426101322537,0.5704441994190574
143,P40 1,forstabit,1,474.949125642358,18,474.949125642358,475.24931316901046,0.0,0.30018752665245313,0.30018752665245074
213,P40 1,normalbit,3,475.65492189749347,19,475.65492189749347,476.14628320898436,0.0,0.49136131149090934,0.49136131149089124
1219,P40 1,normalbit,3,475.8982517943165,19,476.14628320898436,476.5090399931986,0.24803141466787793,0.3627567842142378,0.6107881988821191
554,P40 1,normalbit,3,476.61607601260073,20,476.61607601260073,476.98473453267565,0.0,0.36865852007489314,0.3686585200749164
152,P40 1,forstabit,1,476.82663115965005,20,476.98473453267565,477.27681480795195,0.15810337302559674,0.2920802752763003,0.45018364830190194
2644,P40 1,normalbit,3,477.505594596741,21,477.505594596741,477.818927050623,0.0,0.3133324538820494,0.31333245388202613
2673,P40 1,forstabit,1,478.30756184340026,22,478.30756184340026,478.5962596563807,0.0,0.28869781298042235,0.2886978129804447
875,P40 1,normalbit,3,481.27593687012546,1,481.27593687012546,481.634377029821,0.0,0.35844015969554105,0.3584401596955331
1280,P40 1,forstabit,1,481.3611634479427,1,481.634377029821,482.11812739891667,0.2732135818782808,0.4837503690956605,0.7569639509739545
738,P40 1,frekvensbit,2,481.9112267612722,1,482.11812739891667,482.4967358897635,0.2069006376444804,0.37860849084680387,0.5855091284913101
1987,P40 1,normalbit,3,482.01014029162855,2,482.4967358897635,482.79521752351593,0.48659559813495434,0.2984816337524213,0.7850772318873851
1814,P40 1,normalbit,3,482.74709108795196,2,482.79521752351593,482.9945338323543,0.048126435563972336,0.19931630883836746,0.24744274440234904
1286,P40 1,forstabit,1,483.1545549147083,3,483.1545549147083,483.51345124054495,0.0,0.3588963258366934,0.35889632583666753
1452,P40 1,normalbit,3,486.192201297501,6,486.192201297501,486.5375306416127,0.0,0.34532934411169947,0.3453293441116898
2108,P40 1,forstabit,1,487.66526097138393,7,487.66526097138393,488.1055511021557,0.0,0.4402901307717471,0.44029013077175705
1379,P40 1,forstabit,1,487.7135639411931,7,488.1055511021557,488.63969801717235,0.3919871609625716,0.5341469150166716,0.9261340759792347
246,P40 1,normalbit,3,487.7215959677427,7,488.63969801717235,489.1076738591319,0.918102049429649,0.4679758419595667,1.3860778913892204
2495,P40 1,normalbit,3,489.1746374810956,9,489.1746374810956,489.5624498735768,0.0,0.387812392481164,0.38781239248118027
790,P40 1,normalbit,3,489.5370359525339,9,489.5624498735768,489.82673601868566,0.02541392104285478,0.26428614510888854,0.28970006615173816
161,P40 1,forstabit,1,489.6936736739834,9,489.82673601868566,490.20756375209714,0.133062344702239,0.3808277334114981,0.5138900781137181
2323,P40 1,normalbit,3,489.33471247804664,9,490.20756375209714,490.6317364079967,0.8728512740505039,0.4241726558995531,1.2970239299500577
2676,P40 1,normalbit,3,489.53230518035764,9,490.6317364079967,491.04706399573905,1.0994312276390588,0.4153275877423583,1.5147588153814127
2444,P40 1,normalbit,3,492.1571326578087,12,492.1571326578087,492.720805088704,0.0,0.5636724308953273,0.5636724308953376
354,P40 1,forstabit,1,492.51472483923146,12,492.720805088704,493.1608969197278,0.20608024947256354,0.44009183102375277,0.646172080496342
952,P40 1,forstabit,1,492.6859446437556,12,493.1608969197278,493.55649698562985,0.474952275972214,0.39560006590202834,0.8705523418742587
1456,P40 1,normalbit,3,493.28245721526963,13,493.55649698562985,494.0142120285153,0.2740397703602184,0.4577150428854777,0.7317548132456864
844,P40 1,forstabit,1,495.4108992071632,15,495.4108992071632,495.7774983211548,0.0,0.3665991139915634,0.3665991139915832
332,P40 1,normalbit,3,495.92732445672317,15,495.92732445672317,496.3484134454304,0.0,0.4210889887072601,0.421088988707254
2242,P40 1,normalbit,3,497.39552628889476,17,497.39552628889476,497.84221368464387,0.0,0.446687395749121,0.4466873957491089
396,P40 1,forstabit,1,497.64828533870923,17,497.84221368464387,498.35620915083797,0.19392834593463704,0.513995466194078,0.7079238121287403
629,P40 1,forstabit,1,497.43686838292956,17,498.35620915083797,498.841003653371,0.9193407679084089,0.48479450253301976,1.4041352704414294
545,P40 1,normalbit,3,499.87659503723694,19,499.87659503723694,500.1415367978974,0.0,0.2649417606604494,0.26494176066046293
353,P40 1,forstabit,1,499.9337515352494,19,500.1415367978974,500.6565274250412,0.20778526264797392,0.5149906271437815,0.7227758897917624
1372,P40 1,forstabit,1,500.6313527026563,20,500.6565274250412,501.24683497889833,0.025174722384917914,0.5903075538571219,0.6154822762420622
1864,P40 1,forstabit,1,500.8174992009565,20,501.24683497889833,501.74889708380266,0.4293357779418443,0.502062104904316,0.93139788284617
2243,P40 1,forstabit,1,500.33150211284607,20,501.74889708380266,502.1058569551196,1.4173949709565932,0.3569598713169371,1.7743548422735103
2634,P40 1,forstabit,1,500.4885368054099,20,502.1058569551196,502.4509216958766,1.6173201497096557,0.34506474075705507,1.9623848904666943
1919,P40 1,normalbit,3,503.50161991653073,23,503.50161991653073,504.10880832468666,0.0,0.6071884081559467,0.6071884081559347
775,P40 1,forstabit,1,503.6833903286648,23,504.10880832468666,504.4388825543462,0.4254179960218494,0.3300742296595479,0.7554922256813938
1744,P40 1,normalbit,3,503.5479429095409,23,504.4388825543462,504.7826334912093,0.8909396448053144,0.3437509368631275,1.234690581668417
923,P40 1,normalbit,3,504.6635491353038,0,504.7826334912093,505.28635267003756,0.1190843559054997,0.5037191788282749,0.6228035347337482
1009,P40 1,forstabit,1,505.2006960570007,1,505.28635267003756,505.79185036198925,0.08565661303686056,0.5054976919516896,0.5911543049885495
2688,P40 1,forstabit,1,505.2388039283493,1,505.79185036198925,506.17823668849314,0.5530464336399632,0.38638632650390614,0.939432760143859
718,P40 1,normalbit,3,505.7111100900959,1,506.17823668849314,506.6521759048504,0.46712659839727166,0.4739392163572612,0.9410658147545519
260,P40 1,forstabit,1,506.6332246669682,2,506.6521759048504,507.1017847569222,0.018951237882220084,0.44960885207177864,0.46856008995399634
737,P40 1,normalbit,3,505.6961698735238,1,507.1017847569222,507.3485963202353,1.405614883398414,0.24681156331311244,1.6524264467115017
1648,P40 1,normalbit,3,505.763589046979,1,507.3485963202353,507.7819653373038,1.5850072732562808,0.4333690170684932,2.0183762903247953
2212,P40 1,normalbit,3,504.9025413024406,0,507.7819653373038,508.3484296815448,2.8794240348631774,0.5664643442410154,3.44588837910419
2270,P40 1,normalbit,3,506.5232512405889,2,508.3484296815448,508.65534663293795,1.8251784409559377,0.30691695139315567,2.132095392349072
1106,P40 1,normalbit,3,510.34861544224947,6,510.34861544224947,510.75151118682504,0.0,0.40289574457558985,0.40289574457557364
1786,P40 1,normalbit,3,510.7518729149518,6,510.7518729149518,511.0510282164644,0.0,0.2991553015126205,0.2991553015125987
2210,P40 1,normalbit,3,510.91769306554966,6,511.0510282164644,511.6517240573081,0.13333515091471781,0.6006958408437181,0.7340309917584591
410,P40 1,normalbit,3,511.5203415411848,7,511.6517240573081,511.92680452009284,0.13138251612332397,0.27508046278474246,0.4064629789080527
1598,P40 1,normalbit,3,514.7513080379547,10,514.7513080379547,515.174625283985,0.0,0.42331724603038734,0.4233172460303649
286,P40 1,normalbit,3,519.0436924279545,15,519.0436924279545,519.3939409210964,0.0,0.35024849314187845,0.3502484931418621
1437,P40 1,forstabit,1,519.4601630173013,15,519.4601630173013,519.8738926037246,0.0,0.4137295864233577,0.41372958642330104
1511,P40 1,normalbit,3,519.5719947936394,15,519.8738926037246,520.3494403074657,0.3018978100851655,0.47554770374111377,0.777445513826251
913,P40 1,forstabit,1,519.928566666971,15,520.3494403074657,520.7677159642693,0.4208736404946194,0.41827565680362117,0.8391492972982633
2310,P40 1,frekvensbit,2,520.2175258520092,16,520.7677159642693,521.1203731992805,0.5501901122601112,0.3526572350112026,0.9028473472712903
831,P40 1,normalbit,3,520.1403706926571,16,521.1203731992805,521.4120787306329,0.9800025066233502,0.2917055313524056,1.2717080379757135
1529,P40 1,normalbit,3,520.5375356298134,16,521.4120787306329,521.7762579517218,0.8745431008194373,0.3641792210890309,1.2387223219084262
2052,P40 1,normalbit,3,519.7752565525018,15,521.7762579517218,522.0442621375945,2.0010013992200584,0.2680041858726125,2.2690055850927138
643,P40 1,forstabit,1,524.1609044949113,20,524.1609044949113,524.4551701091141,0.0,0.2942656142027852,0.29426561420279995
1971,P40 1,forstabit,1,526.9928291248532,22,526.9928291248532,527.3588139098331,0.0,0.36598478497994424,0.3659847849799007
2416,P40 1,normalbit,3,527.6438515197924,23,527.6438515197924,528.0502305656458,0.0,0.4063790458534503,0.4063790458534413
602,P40 1,forstabit,1,528.4043922264472,0,528.4043922264472,528.831098440975,0.0,0.4267062145278308,0.426706214527826
1658,P40 1,forstabit,1,528.6539927595574,0,528.831098440975,529.0712511182835,0.17710568141762906,0.24015267730847495,0.41725835872614425
1625,P40 1,normalbit,3,528.6890245497477,0,529.0712511182835,529.4513584643454,0.38222656853577064,0.38010734606192287,0.7623339145976615
456,P40 1,normalbit,3,529.0963138902514,1,529.4513584643454,529.7392990531987,0.3550445740939949,0.28794058885332785,0.6429851629472978
2226,P40 1,forstabit,1,529.6879816596439,1,529.7392990531987,530.215276492386,0.05131739355476839,0.47597743918733576,0.5272948327420863
2439,P40 1,normalbit,3,529.4320149173809,1,530.215276492386,530.5507481563606,0.7832615750050991,0.33547166397455963,1.1187332389796438
2683,P40 1,normalbit,3,529.3001045411629,1,530.5507481563606,530.9078326408785,1.2506436151976459,0.3570844845178858,1.6077280997155867
2273,P40 1,forstabit,1,532.0670480131605,4,532.0670480131605,532.7387249423468,0.0,0.6716769291863703,0.6716769291863329
1239,P40 1,normalbit,3,534.9566269299161,6,534.9566269299161,535.228777678336,0.0,0.2721507484199097,0.2721507484199037
2387,P40 1,normalbit,3,536.0033373797884,8,536.0033373797884,536.4930097416232,0.0,0.4896723618347486,0.4896723618347778
138,P40 1,forstabit,1,536.708018485711,8,536.708018485711,537.0292471527381,0.0,0.3212286670271087,0.3212286670270714
2166,P40 1,normalbit,3,537.0172666865581,9,537.0292471527381,537.2337036851862,0.011980466180034455,0.20445653244818296,0.21643699862818266
2643,P40 1,forstabit,1,537.2006492979941,9,537.2337036851862,537.7201915427836,0.03305438719212361,0.48648785759730256,0.5195422447894771
1588,P40 1,forstabit,1,537.5545049551574,9,537.7201915427836,538.0633926022832,0.16568658762616906,0.34320105949959134,0.508887647125789
2113,P40 1,forstabit,1,537.6987257260793,9,538.0633926022832,538.4697801669905,0.3646668762039553,0.4063875647073456,0.7710544409112572
1636,P40 1,normalbit,3,537.1795781098303,9,538.4697801669905,538.8849459744682,1.2902020571601724,0.4151658074777173,1.7053678646378785
2605,P40 1,normalbit,3,538.8143614740595,10,538.8849459744682,539.2542652773067,0.07058450040869957,0.36931930283842845,0.43990380324714806
430,P40 1,frekvensbit,2,539.4272005822945,11,539.4272005822945,539.8090878329676,0.0,0.38188725067309537,0.3818872506731168
2204,P40 1,forstabit,1,540.5880808776565,12,540.5880808776565,541.2250860533915,0.0,0.6370051757349785,0.6370051757349984
506,P40 1,forstabit,1,541.3309896555531,13,541.3309896555531,541.7505142053285,0.0,0.4195245497753897,0.41952454977536036
2103,P40 1,normalbit,3,542.3518670026655,14,542.3518670026655,542.7990281668593,0.0,0.4471611641938608,0.447161164193858
872,P40 1,normalbit,3,542.4389720485412,14,542.7990281668593,543.1050703814369,0.3600561183180844,0.3060422145775784,0.6660983328956718
1231,P40 1,normalbit,3,542.7048736592159,14,543.1050703814369,543.5041335884314,0.40019672222103964,0.39906320699444764,0.7992599292155091
764,P40 1,normalbit,3,543.1283817820516,15,543.5041335884314,543.8597781572961,0.37575180637975336,0.35564456886471335,0.7313963752444579
2597,P40 1,forstabit,1,544.8790645320119,16,544.8790645320119,545.3194276162883,0.0,0.4403630842763927,0.44036308427644144
2207,P40 1,forstabit,1,549.0419344292133,21,549.0419344292133,549.6791919831207,0.0,0.6372575539075297,0.6372575539074887
2397,P40 1,forstabit,1,550.5002149391277,22,550.5002149391277,550.8140766299829,0.0,0.3138616908551719,0.3138616908552194
2314,P40 1,normalbit,3,551.2593540899273,23,551.2593540899273,551.6273382120131,0.0,0.3679841220858113,0.36798412208577247
1848,P40 1,forstabit,1,552.5718979777232,0,552.5718979777232,553.0408512911788,0.0,0.46895331345561536,0.4689533134555859
2512,P40 1,normalbit,3,552.6346306505361,0,553.0408512911788,553.532962884961,0.4062206406426867,0.492111593782144,0.8983322344248563
2639,P40 1,normalbit,3,553.6936167911173,1,553.6936167911173,553.9454214746492,0.0,0.2518046835319213,0.2518046835318728
1435,P40 1,forstabit,1,558.0782205294596,6,558.0782205294596,558.7575029732615,0.0,0.6792824438018539,0.679282443801867
698,P40 1,normalbit,3,558.4707808727618,6,558.7575029732615,559.2122294684984,0.2867221004996736,0.4547264952370127,0.7414485957366423
2169,P40 1,forstabit,1,559.7867357080887,7,559.7867357080887,560.1585424178178,0.0,0.3718067097290346,0.37180670972907137
610,P40 1,forstabit,1,560.4460114306466,8,560.4460114306466,560.7770295779576,0.0,0.331018147310993,0.33101814731094237
653,P40 1,normalbit,3,561.2632959666829,9,561.2632959666829,561.63750791197,0.0,0.37421194528711355,0.3742119452871293
518,P40 1,forstabit,1,561.4510009707467,9,561.63750791197,561.9178427238453,0.18650694122334244,0.2803348118752379,0.4668417530986062
1425,P40 1,normalbit,3,561.4260170988213,9,561.9178427238453,562.1528973644815,0.4918256250240347,0.23505464063621578,0.7268802656602702
1391,P40 1,forstabit,1,562.1459428521155,10,562.1528973644815,562.5343295389569,0.006954512366064591,0.3814321744753778,0.3883866868413861
1703,P40 1,forstabit,1,564.1102382499774,12,564.1102382499774,564.5711576166974,0.0,0.46091936671992245,0.46091936671996336
327,P40 1,forstabit,1,564.3869873800393,12,564.5711576166974,565.0303676949877,0.18417023665813304,0.45921007829033655,0.6433803149484447
850,P40 1,normalbit,3,565.5108049084583,13,565.5108049084583,565.805518955561,0.0,0.29471404710258337,0.29471404710261595
489,P40 1,frekvensbit,2,565.5500991569975,13,565.805518955561,566.3660364887869,0.25541979856348007,0.5605175332259675,0.8159373317894278
304,P40 1,normalbit,3,566.0856139549873,14,566.3660364887869,566.9474002632959,0.2804225337996513,0.5813637745089418,0.8617863083086377
2369,P40 1,normalbit,3,566.2726794034619,14,566.9474002632959,567.3076563302693,0.6747208598339967,0.36025606697336493,1.034976926807417
2309,P40 1,normalbit,3,567.1856588893943,15,567.3076563302693,567.7151686918348,0.1219974408750204,0.407512361565477,0.5295098024405434
1104,P40 1,normalbit,3,567.6651806185419,15,567.7151686918348,568.1877838064822,0.04998807329297961,0.4726151146473671,0.5226031879403763
706,P40 1,normalbit,3,568.4875808457481,16,568.4875808457481,568.9066739139096,0.0,0.4190930681615116,0.4190930681614873
961,P40 1,normalbit,3,571.6197346065702,19,571.6197346065702,571.9699299303763,0.0,0.3501953238061337,0.3501953238061333
1162,P40 1,normalbit,3,571.6956536336561,19,571.9699299303763,572.2914865641027,0.2742762967202452,0.32155663372637266,0.5958329304465906
2364,P40 1,normalbit,3,573.2568580040454,21,573.2568580040454,573.6825656997374,0.0,0.4257076956920107,0.42570769569204003
1249,P40 1,normalbit,3,575.8393316768714,23,575.8393316768714,576.2776934276433,0.0,0.4383617507718012,0.4383617507718327
2213,P40 1,normalbit,3,576.8325044946552,0,576.8325044946552,577.0559564281988,0.0,0.22345193354361123,0.2234519335436289
1180,P40 1,forstabit,1,576.9963835596512,0,577.0559564281988,577.4208175647807,0.05957286854754784,0.364861136581859,0.4244340051294557
2116,P40 1,normalbit,3,577.0242430540109,1,577.4208175647807,577.9872598995319,0.396574510769824,0.5664423347512202,0.9630168455209969
2033,P40 1,normalbit,3,577.4230939832643,1,577.9872598995319,578.423479573908,0.5641659162675978,0.4362196743761523,1.0003855906437593
716,P40 1,normalbit,3,578.9068942361937,2,578.9068942361937,579.3889250737922,0.0,0.48203083759850673,0.4820308375984723
1593,P40 1,normalbit,3,579.378195529389,3,579.3889250737922,579.7415181658241,0.010729544403147884,0.3525930920319389,0.3633226364351003
1995,P40 1,normalbit,3,580.1978764436175,4,580.1978764436175,580.6948219654683,0.0,0.49694552185091057,0.4969455218508756
2274,P40 1,forstabit,1,582.0938478450308,6,582.0938478450308,582.5223572413306,0.0,0.4285093962997858,0.42850939629977347
1178,P40 1,normalbit,3,582.3901047251854,6,582.5223572413306,582.7933774827317,0.1322525161451722,0.27102024140104813,0.40327275754623315
2576,P40 1,frekvensbit,2,583.84790477543,7,583.84790477543,584.2525325595652,0.0,0.4046277841352233,0.40462778413518663
932,P40 1,normalbit,3,585.5605543586396,9,585.5605543586396,585.9179031134222,0.0,0.35734875478261946,0.3573487547826062
